entity_name,entity_type
Joint Stock Company Lit Phonon,Entity
Obshchestvo S Ogranichennoy Otvetstvennostyu Ukon,Entity
Llc Company Rusmarket,Entity
Triangulatica,Entity
Limited Liability Company 3D Mall,Entity
Ofitrade,Entity
Joint Stock Company Globatek Group,Entity
Innfocus Limited Liability Company,Entity
Geo Hit,Entity
Smart Batteries,Entity
Linker Fze,Entity
Limited Liability Company Integrated Electron Optical Systems,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Alfa Energo,Entity
Mehti Gafar Zada,Individual
Aktsionernoe Obshchestvo Nauchno Issledovatelski Proektno Konstruktorski I Tekhnologicheski Akkumulyatorny Institut Istochnik,Entity
Artem Aleksandrovich Snitko,Individual
Joint Stock Company State Research Institute Of Instrument Engineering,Entity
Research And Production Center For Automation And Instrumentation Named After Academic Na Pilyugin,Entity
Aktsionernoe Obshchestvo Zavod Elekon,Entity
Joint Stock Company Quorum,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Faktor Ts,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Validata,Entity
Joint Stock Company Vremya Ch,Entity
Joint Stock Company Scientific Production Enterprise Radiy,Entity
Ltd. Wuhan Tongsheng Technology Co.,Entity
Klinpauer,Entity
Zenit 3D,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Veber Komekhaniks,Entity
Small Innovation Enterprise Ison Ballistics Service,Entity
Igor Yevgenyevich Molotov,Individual
Limited Liability Company Crypto Pro,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Sistemy Prakticheskoi Bezopasnosti,Entity
Technology Platform Limited Liability Company,Entity
It1 Kholding,Entity
Limited Liability Company It1 Technologies,Entity
Limited Liability Company Service Platform,Entity
Limited Liability Company It1 Novations,Entity
Limited Liability Company It1 Solutions,Entity
Limited Liability Company It1 Rtk,Entity
It1 Digital Solutions Limited Liability Company,Entity
Limited Liability Company Kmt,Entity
Limited Liability Company Gpb It1,Entity
Z Axis Llc,Entity
Spetsialnoe Konstruktorskoe Byuro-14 Vologda,Entity
Llc Engine Of Progress,Entity
Llc Applicata,Entity
Stereotech,Entity
Nauchno Tekhnicheskii Tsentr Modul Innovatsii,Entity
Upravlyayushchaya Kompaniya Uztm Karteks,Entity
Joint Stock Company Astronomical Scientific Center,Entity
Sistemy Avtonomnoi Energii,Entity
Public Joint Stock Company Chelyabinsk Forge And Press Plant,Entity
Priminer Russland,Entity
Limited Liability Company Bodor,Entity
Pjsc Transcontainer,Entity
Cubit Semiconductor Limited,Entity
Inand Industries Company Limited,Entity
Arteks Limited Company,Entity
Research And Development Company Tr Industries,Entity
Limited Liability Company Vladikavkaz Technologikal Center Baspik,Entity
Scanform,Entity
Yuventa,Entity
Fawaris Limited Liability Company,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Sputnikovye Innovatsionnye Kosmicheskie Sistemy,Entity
Joint Stock Company Gazprom Space Systems,Entity
Aktsionernoe Obshchestvo Navis Grupp,Entity
Aktsionernoe Obshchestvo Navis Elektronika,Entity
Ao Kb Navis,Entity
Limited Liability Company Space Communications,Entity
Keldysh Institute Of Applied Mathematics,Entity
Llc Trading House Stankomashstroy,Entity
Special Systems Photonics Limited Liability Company,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Kompaniya Intervesp,Entity
Rangevision,Entity
Metal Sprint,Entity
Limited Liability Company Management Company Fort Dialog,Entity
Limited Liability Company Fort Dialog Service,Entity
Npo Uralpodshipnik,Entity
Limited Liability Company Fort Dialog,Entity
Aktsionernoe Obschestvo Arzamasskiy Priborostroitelnyi Zavod Imeni P I Plandina,Entity
Dragan Dragas,Individual
Soha Info Doo Novi Banovci,Entity
Limited Liability Company Velesstore,Entity
Marko Svorcan,Individual
Kominvex Doo Beograd,Entity
Limited Liability Company Navigator,Entity
Llc Cityimpex,Entity
Closed Joint Stock Company Technological Cosmonautika Park Linkos,Entity
Limited Liability Company Moscow Arms Company,Entity
Joint Stock Company Plant N9,Entity
Battery Service Limited Liability Company,Entity
Novgorodskaya Akkumulyatornaya Kompaniya,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Metalloobrabotka,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Alyans,Entity
Joint Stock Company Verkhneturinsky Machine Building Plant,Entity
Limited Liability Company Allrus,Entity
Limited Liability Company Invest Stanko,Entity
Limited Liability Company Pumori Northwest,Entity
Kingtaim Khedman Rus,Entity
Llc Additive Engineering,Entity
Lidermash Stanki,Entity
3D.Ru,Entity
Llc Mir Stanochkina,Entity
Llc Kb 78,Entity
Printproduct,Entity
Aktsionernoe Obshchestvo Avia Fed Service,Entity
Limited Liability Company Neoveytus,Entity
Limited Liability Company Durma Rusya,Entity
Russian Extrusion Company,Entity
Center Of Digital Technologies,Entity
Top Systems Ltd.,Entity
Intercad Company Limited,Entity
Fidesys,Entity
Siu System Joint Stock Company,Entity
Limited Liability Company Group Of Companies Spetsmetallmaster,Entity
Total Z Llc,Entity
Limited Liability Company Polymer Pipe Plant,Entity
Limited Liability Company Pumping Company Kron,Entity
Joint Stock Company Nevsky Zavod,Entity
Uzay Group Dis Ticaret Limited Sirketi,Entity
Tulskoe Nigp Ao,Entity
Ltd Nissa Distribution,Entity
Limited Liability Company Elga Mining 2,Entity
Limited Liability Company Elga Mining,Entity
Limited Liability Company Baztube,Entity
Ivan Sergeyevich Kusov,Individual
Joint Stock Company Russkie Elektricheskie Dvigateli,Entity
Yevgeniya Aleksandrovna Gutsul,Individual
Joint Stock Company Yamaldorstroy,Entity
Limited Liability Company Elga Factories 3,Entity
Llc Murmansk Lng,Entity
Mile Hao Xiang Technology Co Ltd,Entity
Limited Liability Company Megastek,Entity
Joint Stock Company 81 Armored Fighting Vehicles Repair Plant,Entity
Limited Liability Company Magistral,Entity
Valentina Vasilevna Lavrik,Individual
Joint Stock Company Konar,Entity
Joint Stock Company Uralredmet,Entity
Limited Liability Company Kornet,Entity
Nit Group Fze,Entity
Pavel Alexandrovich Yakovlev,Individual
Olga Vladimirovna Volkova,Individual
Limited Liability Company Elga Trans,Entity
Joint Stock Company Belarusrezinotekhnika,Entity
Limited Liability Company Elga Doroga,Entity
Limited Liability Company Coalstar Trans,Entity
Sergey Pavlovich Yurasov,Individual
Limited Liability Company Razrez Bogatyr,Entity
Limited Liability Company Coal Company Razrez Beyskiy,Entity
Joint Stock Company Research And Production Association Iskra,Entity
Limited Liability Company Koulstar,Entity
Limited Liability Company Elga Factories,Entity
Limited Liability Company Elga Marine,Entity
Limited Liability Company Undytkan,Entity
Limited Liability Company Modern Forging Technologies,Entity
Limited Liability Company Elga Factories 2,Entity
Automobile Plant Ural Joint Stock Company,Entity
Limited Liability Company Elgaugol,Entity
Limited Liability Company Elga Engineering,Entity
Limited Liability Company Elga Stroy,Entity
Limited Liability Company Elgalogistics,Entity
Limited Liability Company Elga Magistral,Entity
Aleksandr Mikhailovich Bodyako,Individual
Limited Liability Company Elga Stroy Mining Service,Entity
Limited Liability Company Management Company Elga,Entity
Limited Liability Company Port Elga,Entity
Limited Liability Company Stankomash,Entity
Unitary Private Science Production Enterprise Tehnolit,Entity
Itic Llc Fz,Entity
Nikolai Aleksandrovich Levin,Individual
Shenzhen Youxin Technology Co Ltd,Entity
Hk Nicest Electric Technology Co Limited,Entity
Shanghai Transit International Forwarding Agency,Entity
Infinite Force Cargo Service Hk Limited,Entity
Elekkom Logistik,Entity
Limited Liability Company Unmanned Systems,Entity
Mu Xiaolu,Individual
Andrey Dmitriyevich Sudakov,Individual
Expert Machinery Kimyasal Urunler Ticaret Limited Sirketi,Entity
Samarskii Zavod Kommunar,Entity
Dener Ithalat Ihracat Ve Dis Ticaret Anonim Sirketi,Entity
Taksan Makina Sanayi Ve Ticaret Anonim Sirketi,Entity
Rmb Yapi Insaat Taahhut Sanayi Ve Ticaret Limited Sirketi,Entity
Cps Proses Kontrol Urunleri Sanayi Ve Ticaret Anonim Sirketi,Entity
Kamilhan Lojistik Dis Ticaret Limited Sirketi,Entity
Gepa Uluslararasi Ticaret Limited Sirketi,Entity
Minyon Kesici Takimlar Makine Sanayi Ve Ticaret Limited Sirketi,Entity
Ssgctm Cnc Takim Tezgahlari Makine Sanayi Ve Ticaret Limited Sirketi,Entity
Jinan Kewei Optics Co Ltd,Entity
Joint Stock Company Solikamsk Plant Ural,Entity
Limited Liability Company Coalstar Sea Terminal,Entity
Vladimir Nikolaevich Roshchupkin,Individual
Bassire Group Doo Beograd,Entity
Limited Liability Company Industrial Park Stankomash,Entity
Joint Stock Company Aleksinskii Opytnyi Mehanicheskii Zavod,Entity
Limited Liability Company Territoriya,Entity
Limited Liability Company Pravourmiskoe,Entity
Research And Development Institute Of Scientific Instruments Joint Stock Company,Entity
Limited Liability Company Amurskiy Metallurgicheskiy Kombinat,Entity
Inject Research And Production Enterprise Limited Liability Company,Entity
Joint Stock Company Olovyannaya Rudnaya Kompaniya,Entity
Tavit Hong Kong Co Limited,Entity
Public Joint Stock Company Rusolovo,Entity
Public Joint Stock Company Scientific Production Association Strela,Entity
Joint Stock Company Perm Scientific Industrial Instrument Making Company,Entity
Viktor Nikolaevich Zhilkin,Individual
Public Joint Stock Company Kirov Plant Mayak,Entity
Limited Liability Company Scientific And Production Association Amb,Entity
Valyantsin Alfredavich Miklashevich,Individual
Aleksandr Vasilyevich Tanchev,Individual
Ooo Tav,Entity
Nal Solutions Company Limited,Entity
Joint Stock Company Kirov Energomash Plant,Entity
Poly Technologies Incorporated,Entity
Limited Liability Company Aurora Sea Port,Entity
Limited Liability Company Beyskiy Promyshlenno Transportnyy Kompleks,Entity
Aviatech Fzc,Entity
Oleg Petrovich Shpakov,Individual
Limited Liability Company Trading Production Company Argus Nv,Entity
Obshchestvo S Ogranichennoi Otvetstvennostiu Avializing Invest,Entity
All Russian Public State Movement Of Children And Youth,Entity
Limited Liability Company Abakan Air,Entity
Dmitry Yuryevich Manko,Individual
Elena Aleksandrovna Pereselyak,Individual
Airrock Solutions Limited Liability Company,Entity
Lightspeed Distribution Fzco,Entity
Limited Liability Company Bvk,Entity
Limited Liability Company Baltmash,Entity
Ankara Global Dis Ticaret Limited Sirketi,Entity
Bee Insaat Mimarlik Anonim Sirketi,Entity
Limited Liability Company Tbs Logistika,Entity
Beijing Deepcool Industries Co Ltd,Entity
3Nod Digital Hong Kong Limited,Entity
Nikita Vladimirovich Nagorny,Individual
Cncform Grup Makina Metal Insaat Hirdayat Gida Nakliye Otomotiv Ithalat Ihracat Sanayi Ve Ticaret Limited Sirketi,Entity
Production Unitary Enterprise Plant Svt,Entity
Inna Volodymyrivna Shvenk,Individual
Aerostage Services Limited Liability Company,Entity
Penglai Jutal Offshore Engineering Heavy Industries Co Ltd,Entity
Limited Liability Company Indigo 3D,Entity
Joint Stock Company Production Enterprise Radar 2633,Entity
Joint Stock Company Ural Heavy Equipment Uralvagonzavod,Entity
Amir Bulatovich Yanborisov,Individual
Dmitrii Vladimirovich Alikhanov,Individual
Asialink Shanghai Intl Logistics Co Ltd,Entity
Wuhan Tianyu Information Industry Co Ltd,Entity
Freshvale Eood,Entity
Max Jet Service Limited Liability Company,Entity
Limited Liability Company Avbis,Entity
Kvand Is Ooo,Entity
Lap Shun Lee,Individual
Bulat Akhatovich Yanborisov,Individual
Yi Xuan Wu,Individual
Silk Way Rally Association,Entity
Guangdong Pratic Cnc Technology Co Ltd,Entity
Limited Liability Company Murmansk Transgaz,Entity
Limited Liability Company Transit Service Bishkek,Entity
Emitrade Fze,Entity
Joint Stock Company 99 Plant Of Aviation Technological Equipment,Entity
Gker Laser Technology Co Ltd,Entity
Limited Liability Company Ay Gou 3De,Entity
Wright Aero Components Fze,Entity
Limited Liability Company Klin Glassworks,Entity
Paloma Foundation,Entity
Joint Stock Company Bor Glassworks,Entity
Closed Joint Stock Company Mekamineft,Entity
Joint Stock Company Gt Morstroy,Entity
Joint Stock Company Polema,Entity
Koc Gemicilik Ve Tasimacilik Dis Ticaret Limited Sirketi,Entity
Limited Liability Company Pumori Engineering Invest,Entity
Org Logistics Fze,Entity
Joint Stock Company Russian Glass Company,Entity
Limited Liability Company Oil Terminal Belokamenka,Entity
Valetudo Limited,Entity
Pako International Trading Limited,Entity
Limited Liability Company Elecom,Entity
Aleksandr Nikolayevich Borodayev,Individual
Boris Nikolaevich Varshavskiy,Individual
Limited Liability Company Ugolnaya Kompaniya Razrez Mayrykhskiy,Entity
Limited Liability Company Altegrity,Entity
Analog Technology Limited,Entity
Joint Stock Company Biznes Proyekt,Entity
Enka Trading Limited,Entity
Secret Logistics Solution Fzco,Entity
Joint Stock Company Goznak,Entity
Limited Liability Company Bankovskie Innovatsionnye Sistemy,Entity
Pcb Line Pte Ltd,Entity
Fayn Layn Limited Liability Company,Entity
Siarhei Tytsyk,Individual
Kirill Gennadievich Seleznev,Individual
Limited Liability Company Ryabinovoye,Entity
Limited Liability Company Samolazovskoe,Entity
Picotin Holdings Limited,Entity
Limited Liability Company Yurski,Entity
Sentimare Me Limited,Entity
Novatek Lng Fuel Kashira Llc,Entity
Limited Liability Company Artel Staratelei Poisk,Entity
Sentimare Enterprises Limited,Entity
Joint Stock Company Zoloto Seligdara,Entity
Limited Liability Company White Gold,Entity
Natwin Foundation,Entity
Public Joint Stock Company Seligdar,Entity
Spero Foundation,Entity
Limited Liability Company Unimatik,Entity
Arkady Vladimirovich Trachuk,Individual
Cafar Foundation,Entity
Limited Liability Company Artel Staratelei Sininda 1,Entity
Cryotrade Engineering,Entity
Leningrad Laser Systems,Entity
Pkp Segment Energo,Entity
Llc Sibcapital,Entity
Limited Liability Company Scientific And Production Association Of Structural Materials Prometey,Entity
Limited Liability Company Aero-Hit,Entity
Public Joint Stock Company Priboy,Entity
Joint Stock Company Kb Luch,Entity
Scientific And Production Association Of Automatics Named After Academician Na Semikhatov,Entity
Technology Research Centre Ank Ltd,Entity
Jsc The Special Boiler Design Bureau,Entity
Obshchestvo S Organichennoi Otvetstvennostyu Renovatsio-Invest,Entity
Ural Metal Processing Company Ltd,Entity
Joint Stock Company Soedinitel,Entity
Pjsc Rostov Optical And Mechanical Plant,Entity
Red Coast Metals Trading Dmcc,Entity
Regional Center For Laser Technologies Cjsc,Entity
Limited Liability Company Plastik Stroymarket,Entity
Research And Production Company Micran Joint Stock Company,Entity
Joint Stock Company Oboronauto,Entity
Nauchno Proizvodstvennoe Obyedinenie Gorizont,Entity
Joint Stock Company Research And Implementation Enterprise Protek,Entity
Limited Liability Company Volgograd Ship Engineering Plant,Entity
Limited Liability Company Merkator Holding,Entity
Limited Liability Company Production Plant Named After Shaumyan,Entity
Scientific Production Center Of Anti Terrorist And Forensic Equipment Spektr At Llc,Entity
Joint Stock Company The Central Research Institute Kurs,Entity
Joint Stock Company Factory Crizo,Entity
Joint Stock Company Voronezh Central Design Bureau Polus,Entity
Marine Equipment Engineering Corporation Jsc,Entity
Research And Production Association Named After As Popov,Entity
Elektroradioavtomatika Jsc,Entity
Federal Research And Production Center Nizhny Novgorod Research Institute Of Radio Engineering Joint Stock Company,Entity
Joint Stock Company Scientific And Production Association Impuls,Entity
Troitsk Crane Plant Limited Liability Company,Entity
Joint Stock Company Alekseev Central Hydrofoil Design Bureau,Entity
Nauchno Proizvodstvennaya Firma Trekol,Entity
Ao Proton Pm,Entity
Shenzhen Huasheng Industry Co Ltd,Entity
Limited Trade Development Chimtech-R,Entity
Andrei Andreevich Anisimov,Individual
Limited Liability Company Rosizolit,Entity
Limited Liability Company Scientific Production Company Advent,Entity
Jsc Resurs,Entity
Aktsionernoe Obshchestvo Npts Spetselektronsistemy,Entity
Joint Stock Corporation Shipbuilding And Ship Repair Technology Center,Entity
Aktsionernoe Obshchestvo Moven Nn,Entity
Limited Liability Company Neva Tool Factory,Entity
Jsc Research And Production Company Magneton,Entity
Olax Finance Limited,Entity
Alexey Chichenev,Individual
Kvantek Limited,Entity
Superchip Limited,Entity
Ltd. Zhejiang Zhenhuan Cnc Machine Tool Co.,Entity
Ltd. Shandong Oree Laser Technology Co.,Entity
Design Partner Microchip Llc,Entity
Limited Liability Company Russian Eagle,Entity
Shandong Ki Forest New Advanced Co Ltd,Entity
Saril Overseas Limited,Entity
Ting Chen,Individual
Hangzhou Keming Intelligent Technology Co Ltd,Entity
New Horizons Trading Limited,Entity
Alptech Makina Sanayi Limited Sirketi,Entity
Kbr Tekhnologii Too,Entity
Powertech Limited Liability Company,Entity
Niceberg Limited Liability Company,Entity
Kseoprom,Entity
Fabcenter Llc,Entity
Joint Stock Company Concern Uralvagonzavod,Entity
Shenzhen C S Im Export Ltd,Entity
Joint Stock Company Research And Production Center Vigstar,Entity
Bargawine Hong Kong Limited,Entity
Chongqing Xianuofugeluode International Trade Company,Entity
Ooo Valcom,Entity
Lkka Company Limited,Entity
Limited Liability Company Carbontex,Entity
Belogorodskaya Shipyard Limited Liability Company,Entity
Taube Precious Hk Limited,Entity
Vpower Finance Security Hong Kong Limited,Entity
Gas Industry Insurance Company Sogaz,Entity
Joint Stock Company Russian National Reinsurance Company,Entity
Limited Liability Company Bank Tochka,Entity
Daytek Chongqing International Trade Co,Entity
Holden International Trading Limited,Entity
Chongqing Fagima Electromechanical Equipment Co Ltd,Entity
Limited Liability Company Ems Ekspert,Entity
Safes Lojistik Ithalat Ihracat Sanayi Ticaret Limited,Entity
Obshestvo S Ogranichennoy Otvetstvennostyu Nova Proekt,Entity
Newton Itm,Entity
Arp Investments Limited,Entity
Limited Liability Company Severnaya Zvezda,Entity
Kekotech Equipment Limited,Entity
Way Good Technology Limited,Entity
Gbl International Logistics Co Ltd,Entity
Volgograd Machine Building Company Limited Liability Company,Entity
Gq Solution Elektronik Ekipman Limited Sirketi,Entity
Joint Stock Company Novaya Era,Entity
Pao Radiofizika,Entity
Regent Baltica Company Limited,Entity
Solard,Entity
Limited Liability Company International Innovation Center For Marine Structures And Ship Repair,Entity
Boris Yakovlevich Vologdin,Individual
Alexey Badikov,Individual
Reomaks Limited Liability Company,Entity
Limited Liability Company Obsky Gas Chemical Complex,Entity
Arktik Spg 3,Entity
Zakrytoe Aktsionernoe Obshchestvo Zolotoi Shar,Entity
Moran Security Group Ltd,Entity
Yiwu Xinglu Import And Export Co Ltd,Entity
Arktik Spg 1,Entity
Platform Endustriyel Gida Insaat Elektronik Ve Madencilik Dis Ticaret Limited Sirketi,Entity
Ship Repair Yard Of The Black Sea Fleet Of The Ministry Of Defense Of The Russian Federation,Entity
Onyad Bilgisayar Ticaret Sirketi,Entity
Aktsionernoe Obshchestvo Nauchno Proizvodstvennoe Obyedinenie Poisk,Entity
Aktsionernoe Obshchestvo Kazanskoe Opytnoe Konstruktorskoe Byuro Soyuz,Entity
